PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Miyamoto, K; Koinuma, Y; Kanoh, S; Ohkura, M		Chung, WJ; Shin, CS		Miyamoto, Kazuki; Koinuma, Yoshiki; Kanoh, Shinichiro; Ohkura, Michiko			Evaluation of Immersive Feeling in VR System with HMD by fNIRS Measurement	ADVANCES IN AFFECTIVE AND PLEASURABLE DESIGN (AHFE 2017)	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics (AHFE) / International Conference on Affective and Pleasurable Design	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60495-4; 978-3-319-60494-7				2018	585						285	291		10.1007/978-3-319-60495-4_31							WOS:000465822900031						
C	Gnanasaekaran, K; Kanya, S; Suresh, B; Vasudevan, SK		Berretti, S; Thampi, SM; Srivastava, PR		Gnanasaekaran, K.; Kanya, S.; Suresh, B.; Vasudevan, Shriram K.			Automated Radius Calculation of a Turn for Navigation and Safety Enhancement in Automobiles	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol							Vasudevan, Shriram K/AAE-5149-2019	K Vasudevan, Shriram/0000-0002-4619-0079												2194-5357		978-3-319-23036-8; 978-3-319-23035-1				2016	384						327	334		10.1007/978-3-319-23036-8_28							WOS:000381427400028						
C	Munoz-Morera, J; Maza, I; Fernandez-Aguera, CJ; Ollero, A		Reis, LP; Moreira, AP; Lima, PU; Montano, L; MunozMartinez, V		Munoz-Morera, Jorge; Maza, Ivan; Fernandez-Agueera, Carmelo J.; Ollero, Anibal			Task Allocation for Teams of Aerial Robots Equipped with Manipulators in Assembly Operations	ROBOT 2015: SECOND IBERIAN ROBOTICS CONFERENCE: ADVANCES IN ROBOTICS, VOL 1	Advances in Intelligent Systems and Computing				2nd Iberian Robotics Conference (ROBOT)	NOV 19-21, 2015	Lisbon, PORTUGAL	Portuguese Soc Robot, Spanish Soc Res & Dev Robot, CEA, Robot Themat Grp								Maza, Ivan/E-6370-2010; Maza, Ivan/AAV-1445-2021	Maza, Ivan/0000-0003-3502-8372; Maza, Ivan/0000-0003-3502-8372												2194-5357	2194-5365	978-3-319-27146-0; 978-3-319-27145-3				2016	417						585	596		10.1007/978-3-319-27146-0_45							WOS:000370651600045						
C	Anh, TT; Luong, TD		Akagi, M; Nguyen, TT; Vu, DT; Phung, TN; Huynh, VN		Tu Tran Anh; The Dung Luong			Malwares Classification Using Quantum Neural Network	ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY	Advances in Intelligent Systems and Computing				International Conference on Advances in Information and Communication Technology (ICTA)	DEC 12-13, 2016	Thai Nguyen, VIETNAM	Thai Nguyen Univ Informat & Commun Technol, Inst Informat Technol, Vietnam Acad Sci, Fengchia Univ, Japan Adv Inst Sci & Technol, National Chung Cheng Univ																					2194-5357	2194-5365	978-3-319-49073-1; 978-3-319-49072-4				2017	538						340	346		10.1007/978-3-319-49073-1_37							WOS:000404236200034						
C	Kumari, R; Bhatnagar, C; Jalal, AS		Kumar, MA; Selvarani, R; Kumar, TVS		Kumari, Rupu; Bhatnagar, Charul; Jalal, Anand Singh			Vascular Tree Segmentation in Fundus Images Using Curve let Transform	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING	Advances in Intelligent Systems and Computing				International Conference on Advances in Computing (ICAdC 2012)	JUL 04-06, 2012	M S Ramaiah Inst Technol, INDIA	M S Ramaiah Inst Technol, Informat Sci & Engn, M S Ramaiah Inst Technol, Comp Sci & Engn, M S Ramaiah Inst Technol, Comp Applicat	M S Ramaiah Inst Technol																				2194-5357	2194-5365	978-81-322-0739-9; 978-81-322-0740-5				2013	174						859	864									WOS:000316088900102						
S	Zamojski, W; Sugier, J		Zamojski, W; Sugier, J		Zamojski, Wojciech; Sugier, Jaroslaw			Functional-Reliability Model of a Services System with Path Reconfiguration Ability	DEPENDABILITY PROBLEMS OF COMPLEX INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing																												2194-5357	2194-5365	978-3-319-08964-5; 978-3-319-08963-8				2015	307						167	187		10.1007/978-3-319-08964-5_10	10.1007/978-3-319-08964-5						WOS:000360128500011						
C	Naidu, YS; Kumar, GVN		Dash, SS; Naidu, PCB; Bayindir, R; Das, S		Naidu, Y. Swamy; Kumar, G. V. Nagesh			Electric Field Computation of Epoxy- Nano and Micro Composite Conical Spacer in a Gas Insulated Busduct	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2017	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 27-29, 2017	Madanapalle Inst Technol & Sci, Madanapalle, INDIA		Madanapalle Inst Technol & Sci							Gundavarapu, Venkata Nagesh Kumar/H-5111-2016	Gundavarapu, Venkata Nagesh Kumar/0000-0002-9298-7708												2194-5357	2194-5365	978-981-10-7868-2; 978-981-10-7867-5				2018	668						575	583		10.1007/978-981-10-7868-2_55							WOS:000550312800055						
C	Holz, D; Behnke, S		Menegatti, E; Michael, N; Berns, K; Yamaguchi, H		Holz, Dirk; Behnke, Sven			Mapping with Micro Aerial Vehicles by Registration of Sparse 3D Laser Scans	INTELLIGENT AUTONOMOUS SYSTEMS 13	Advances in Intelligent Systems and Computing				13th International Conference on Intelligent Autonomous Systems (IAS)	JUL 15-18, 2014	Centro Congressi Padova, Padova, ITALY	Univ Padova	Centro Congressi Padova							Behnke, Sven/B-5509-2013	Behnke, Sven/0000-0002-5040-7525												2194-5357	2194-5365	978-3-319-08338-4; 978-3-319-08337-7				2016	302						1583	1599		10.1007/978-3-319-08338-4_114							WOS:000377956900114						
C	Ghosal, P; Das, TS		Meghanathan, N; Nagamalai, D; Chaki, N		Ghosal, Prasun; Das, Tuhin Subhra			A Novel Routing Algorithm for On-Chip Communication in NoC on Diametrical 2D Mesh Interconnection Architecture	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357	2194-5365	978-3-642-31599-2				2013	178						667	+									WOS:000312969100065						
C	Pekar, L		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Pekar, Libor			Enhanced TDS Stability Analysis Method via Characteristic Quasipolynomial Polynomization	CYBERNETICS AND MATHEMATICS APPLICATIONS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 2	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								Pekar, Libor/H-6373-2012	Pekar, Libor/0000-0002-2401-5886												2194-5357		978-3-319-57264-2				2017	574						20	29		10.1007/978-3-319-57264-2_3							WOS:000405339200003						
C	Subramanian, SM; Vijayalakshmi, S; Venkataraman, B; Venkumar, P; Sre, RMR		Abraham, A; Cherukuri, AK; Madureira, AM; Muda, AK		Subramanian, Sabitha Malli; Vijayalakshmi, S.; Venkataraman, Balaji; Venkumar, P.; Sre, R. M. Rathikaa			CCCa Framework - Classification System in Big Data Environment with Clustering and Cache Concepts	PROCEEDINGS OF THE EIGHTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING AND PATTERN RECOGNITION (SOCPAR 2016)	Advances in Intelligent Systems and Computing				8th International Conference on Soft Computing and Pattern Recognition (SoCPaR) / 8th International Conference on Computational Aspects of Social Networks (CASoN)	DEC 19-21, 2016	Vellore Inst Technol Univ, Vellore, INDIA	Machine Intelligence Research Labs	Vellore Inst Technol Univ							S, Vijayalakshmi/R-8142-2018	S, Vijayalakshmi/0000-0002-2227-7567												2194-5357	2194-5365	978-3-319-60618-7; 978-3-319-60617-0				2018	614						44	53		10.1007/978-3-319-60618-7_5							WOS:000454700100005						
C	Aljohani, M; Alam, T		Sahana, SK; Saha, SK		Aljohani, Mohammed; Alam, Tanweer			Real Time Face Detection in Ad Hoc Network of Android Smart Devices	ADVANCES IN COMPUTATIONAL INTELLIGENCE	Advances in Intelligent Systems and Computing				1st International Conference on Computational Intelligence (ICCI)	DEC 10-11, 2015	Birla Inst Technol, Ranchi, INDIA		Birla Inst Technol							Alam, Tanweer/M-7780-2017	Alam, Tanweer/0000-0003-2731-4627												2194-5357	2194-5365	978-981-10-2525-9; 978-981-10-2524-2				2017	509						245	255		10.1007/978-981-10-2525-9_24							WOS:000401112800023						
C	Shankar, J; Lenin, M; Raman, RS; Arjun, V; Raajan, NR		Suresh, LP; Panigrahi, BK		Shankar, J.; Lenin, M.; Raman, R. Siva; Arjun, V.; Raajan, N. R.			Texture and Correlation-Based 3D Image Analysis	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON SOFT COMPUTING SYSTEMS, ICSCS 2015, VOL 1	Advances in Intelligent Systems and Computing				International Conference On Soft Computing Systems (ICSCS)	APR 20-21, 2015	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ																				2194-5357	2194-5365	978-81-322-2671-0; 978-81-322-2669-7				2016	397						731	741		10.1007/978-81-322-2671-0_69							WOS:000377539600069						
C	Harms, H; Schmiemann, J; Schattenberg, J; Frerichs, L		Ollero, A; Sanfeliu, A; Montano, L; Lau, N; Cardeira, C		Harms, Hannes; Schmiemann, Julian; Schattenberg, Jan; Frerichs, Ludger			Development of an Adaptable Communication Layer with QoS Capabilities for a Multi-Robot System	ROBOT 2017: THIRD IBERIAN ROBOTICS CONFERENCE, VOL 2	Advances in Intelligent Systems and Computing				3rd Iberian Robotics Conference (Robot)	NOV 22-24, 2017	Seville, SPAIN									Frerichs, Ludger/AAA-3587-2020	Frerichs, Ludger/0000-0002-7661-6333												2194-5357	2194-5365	978-3-319-70836-2; 978-3-319-70835-5				2018	694						782	793		10.1007/978-3-319-70836-2_64							WOS:000436471400064						
C	Holguin, EPM; Garcia, VHM		Rocha, A; Correia, AM; Costanzo, S; Reis, LP		Mora Holguin, Elsa Paola; Medina Garcia, Victor Hugo			Prototype of Knowledge Management in Social Networks: Case LinkedIn	NEW CONTRIBUTIONS IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1, PT 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 01-03, 2015	Univ Azores, Ponta Delgada, PORTUGAL		Univ Azores								Medina Garcia, Victor Hugo/0000-0002-0989-8676												2194-5357	2194-5365	978-3-319-16486-1; 978-3-319-16485-4				2015	353		1				121	132		10.1007/978-3-319-16486-1_12							WOS:000381744400012						
C	Husain, MS; Ahamad, F; Khalid, S		Meghanathan, N; Nagamalai, D; Chaki, N		Husain, Mohd Shahid; Ahamad, Faiyaz; Khalid, Saba			A Language Independent Approach to Develop Urdu Stemmer	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA									HUSAIN, MOHD SHAHID/Q-3363-2019	HUSAIN, MOHD SHAHID/0000-0003-4864-9485												2194-5357		978-3-642-31599-2				2013	178						45	+									WOS:000312969100005						
C	Vitku, J; Nahodil, P		Silhavy, R; Senkerik, R; Oplatkova, ZK; Silhavy, P; Prokopova, Z		Vitku, Jaroslav; Nahodil, Pavel			Q-Learning Algorithm Module in Hybrid Artificial Neural Network Systems	MODERN TRENDS AND TECHNIQUES IN COMPUTER SCIENCE (CSOC 2014)	Advances in Intelligent Systems and Computing				3rd Computer Science On-line Conference (CSOC)	APR, 2014	ELECTR NETWORK																						2194-5357		978-3-319-06740-7				2014	285						117	127		10.1007/978-3-319-06740-7_11							WOS:000370620000011						
C	Ma, SY; Shi, Q; Xu, L		Patnaik, S; Li, X		Ma, Songyu; Shi, Quan; Xu, Lu			The Research of Web Parallel Information Extraction Based on Hadoop	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (CSAIT 2013)	Advances in Intelligent Systems and Computing				International Conference on Computer Science and Information Technology (CSAIT)	SEP 21-23, 2013	Kunming, PEOPLES R CHINA																						2194-5357	2194-5365	978-81-322-1759-6; 978-81-322-1758-9				2014	255						341	348		10.1007/978-81-322-1759-6_41							WOS:000339434900041						
C	Nikolaev, N; Yordanov, S; Vasilev, R		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Nikolaev, Nikolay; Yordanov, Stanislav; Vasilev, Rosen			An Optimization Algorithm for Simulating Smart-Grid Means for Distribution Grid Balancing	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 1	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Nikolaev, Nikolay D/T-8377-2017	Nikolaev, Nikolay D/0000-0003-2400-0200												2194-5357	2194-5365	978-3-319-68321-8				2018	679						359	369		10.1007/978-3-319-68321-8_37							WOS:000585070600037						
C	Shankar, VKA; Umashankar, S; Abhishek, S; Anisha, BL; Paramasivam, S		Dash, SS; Vijayakumar, K; Panigrahi, BK; Das, S		Shankar, Vishnu Kalaiselvan Arun; Umashankar, Subramaniam; Abhishek, Soni; Anisha, Bhimanapati Lakshmi; Paramasivam, Shanmugam			Solar PV-Based VFD Fed Permanent Magnet Synchronous Motor for Pumping System	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2016	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	MAY 19-21, 2016	SRM Univ, Chennai, INDIA		SRM Univ							Shanmugam, Paramasivam/R-8644-2019	V.K., ARUN SHANKAR/0000-0003-2291-1115												2194-5357	2194-5365	978-981-10-3174-8; 978-981-10-3173-1				2017	517						487	502		10.1007/978-981-10-3174-8_41							WOS:000432221400041						
C	Pan, P; Zhu, X; Mao, XY		MizeraPietraszko, J; Pichappan, P		Pan, Ping; Zhu, Xuan; Mao, Xinyue			Security Test for Application Software Based on SPN	LECTURE NOTES IN REAL-TIME INTELLIGENT SYSTEMS (RTIS 2016)	Advances in Intelligent Systems and Computing				1st Beijing International Conference on Real-Time Intelligent Systems (RTIS)	SEP 01-03, 2016	Beijing, PEOPLES R CHINA																						2194-5357	2194-5365	978-3-319-60744-3; 978-3-319-60743-6				2018	613						240	249		10.1007/978-3-319-60744-3_26							WOS:000452919900026						
C	Fuchs, C; Zobel, D; Paulus, D		Menegatti, E; Michael, N; Berns, K; Yamaguchi, H		Fuchs, Christian; Zoebel, Dieter; Paulus, Dietrich			3D Pose Detection for Articulated Vehicles	INTELLIGENT AUTONOMOUS SYSTEMS 13	Advances in Intelligent Systems and Computing				13th International Conference on Intelligent Autonomous Systems (IAS)	JUL 15-18, 2014	Centro Congressi Padova, Padova, ITALY	Univ Padova	Centro Congressi Padova																				2194-5357	2194-5365	978-3-319-08338-4; 978-3-319-08337-7				2016	302						459	472		10.1007/978-3-319-08338-4_34							WOS:000377956900034						
C	Mukherjee, J; Shaikh, SH; Kar, M; Chakrabarti, A		Chaki, R; Cortesi, A; Saeed, K; Chaki, N		Mukherjee, Jhilam; Shaikh, Soharab Hossain; Kar, Madhuchanda; Chakrabarti, Amlan			A Comparative Analysis of Image Segmentation Techniques Toward Automatic Risk Prediction of Solitary Pulmonary Nodules	ADVANCED COMPUTING AND SYSTEMS FOR SECURITY, VOL 1	Advances in Intelligent Systems and Computing				2nd International Doctoral Symposium on Applied Computation and Security Systems (ACSS)	MAY 23-25, 2015	Kolkata, INDIA	Tata Consultancy Serv, Springer India, ACM India, M s Business Brio, M s Enixs								Shaikh, Soharab Hossain/AAF-6303-2019; Chakrabarti, Amlan/U-7020-2019	Chakrabarti, Amlan/0000-0003-4380-3172												2194-5357	2194-5365	978-81-322-2650-5; 978-81-322-2648-2				2016	395						159	179		10.1007/978-81-322-2650-5_11							WOS:000377497300011						
C	Valkanov, V; Stoyanova-Doycheva, A; Doychev, E; Stoyanov, S; Popchev, I; Radeva, I		Angelov, P; Atanassov, KT; Doukovska, L; Hadjiski, M; Jotsov, V; Kacprzyk, J; Kasabov, N; Sotirov, S; Szmidt, E; Zadrozny, S		Valkanov, Vladimir; Stoyanova-Doycheva, Asya; Doychev, Emil; Stoyanov, Stanimir; Popchev, Ivan; Radeva, Irina			AjTempura - First Software Prototype of C3A Model	INTELLIGENT SYSTEMS'2014, VOL 1: MATHEMATICAL FOUNDATIONS, THEORY, ANALYSES	Advances in Intelligent Systems and Computing				7th IEEE International Conference on Intelligent Systems (IEEE IS)	SEP 24-26, 2014	Warsaw, POLAND	Polish Acad Sci, Syst Res Inst, Polish Acad Sci, Dept IV Engn Sci, Ind Inst Automat & Measurements, Inst Elect & Elect Engineers, Poland Sect, Computat Intelligence Soc, Polish Operat & Syst Res Soc, Inst Elect Elect Engineers Syst, Man & Cybernet Soc, Inst Elect Elect Engineers Computat Intelligence Soc, Polish Neural Network Soc, Polish Assoc Artificial Intelligence, Inst Elect Elect Engineers								Radeva, Irina/ABC-3444-2020; Doychev, Emil/Q-3773-2019; Valkanov, Vladimir/R-1644-2019; Stoyanova-Doycheva, Asya/Q-3661-2019; Stoyanov, Stanimir/V-1305-2019	Doychev, Emil/0000-0002-0306-0311; Valkanov, Vladimir/0000-0002-9862-3470; Stoyanova-Doycheva, Asya/0000-0002-0129-5002; 												2194-5357	2194-5365	978-3-319-11312-8				2015	322						427	435		10.1007/978-3-319-11313-5_38							WOS:000360172200038						
C	Jain, R; Purohit, GN		Meghanathan, N; Nagamalai, D; Chaki, N		Jain, Rekha; Purohit, G. N.			Sense Disambiguation Technique for Information Retrieval in Web Search	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Informaiton Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA																						2194-5357		978-3-642-31599-2				2013	178						451	461									WOS:000312969100044						
C	Bui, D; Puzikova, A		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Bui, Dmitriy; Puzikova, Anna			Axiomatics for Multivalued Dependencies in Table Databases: Correctness, Completeness, Completeness Criteria	THEORY AND ENGINEERING OF COMPLEX SYSTEMS AND DEPENDABILITY	Advances in Intelligent Systems and Computing				10th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	JUN 29-JUL 03, 2015	Brunow, POLAND	Wroclaw Univ Technol, Dept Comp Engn								Puzikova, Anna/AAK-1895-2021													2194-5357		978-3-319-19216-1; 978-3-319-19215-4				2015	365						45	55		10.1007/978-3-319-19216-1_5							WOS:000365127100005						
C	Graichen, M; Nitsch, V		Stanton, NA; Landry, S; DiBucchianico, G; Vallicelli, A		Graichen, Matthias; Nitsch, Verena			Effects of Driver Characteristics and Driver State on Predicting Turning Maneuvers in Urban Areas: Is There a Need for Individualized Parametrization?	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors in Transportation	JUL 27-31, 2016	FL																						2194-5357		978-3-319-41682-3; 978-3-319-41681-6				2017	484						15	29		10.1007/978-3-319-41682-3_2							WOS:000390836900002						
C	Prateni, A; Petri, M; Farina, A; Lupi, M		Sierpinski, G		Prateni, Antonio; Petri, Massimiliano; Farina, Alessandro; Lupi, Marino			Improving Bicycle Mobility in Urban Areas Through ITS Technologies: The SaveMyBike Project	ADVANCED SOLUTIONS OF TRANSPORT SYSTEMS FOR GROWING MOBILITY	Advances in Intelligent Systems and Computing				14th Scientific and Technical Conference on Transport Systems - Theory and Practice (TSTP)	2017	Katowice, POLAND	Silesian Univ Technol, Fac Transport, Dept Transport Syst & Traff Engn								Farina, Alessandro/AAJ-2631-2021; Lupi, Marino/AAL-8545-2020	ANTONIO, PRATELLI/0000-0003-1477-4608; Petri, Massimiliano/0000-0003-2402-2055												2194-5357	2194-5365	978-3-319-62316-0; 978-3-319-62315-3				2018	631						219	227		10.1007/978-3-319-62316-0_18							WOS:000447866800018						
