PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Ramnial, H; Panchoo, S; Pudaruth, S		Berretti, S; Thampi, SM; Srivastava, PR		Ramnial, Hoshiladevi; Panchoo, Shireen; Pudaruth, Sameerchand			Authorship Attribution Using Stylometry and Machine Learning Techniques	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol							Pudaruth, Sameerchand/AAV-5534-2021; Panchoo, Shireen/ABF-5522-2020; Pudaruth, Sameerchand/AAA-3463-2019													2194-5357	2194-5365	978-3-319-23036-8; 978-3-319-23035-1				2016	384						113	125		10.1007/978-3-319-23036-8_10							WOS:000381427400010						
C	Vij, N; Singh, J		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Vij, Namrata; Singh, Jagjit			Gray Scale Image Compression Using PSO with Guided Filter and DWT	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, FICTA 2016, VOL 1	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn																				2194-5357	2194-5365	978-981-10-3153-3; 978-981-10-3152-6				2017	515						229	240		10.1007/978-981-10-3153-3_23							WOS:000425536200023						
C	Channapragada, RSR; Prasad, MVNK		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Channapragada, Rama Seshagiri Rao; Prasad, Munaga V. N. K.			Digital Watermarking Using Fractal Coding	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI																					2194-5357		978-3-319-28658-7; 978-3-319-28656-3				2016	425						109	118		10.1007/978-3-319-28658-7_10							WOS:000384639900010						
C	Li, TH; Chen, KS		Jablonski, R; Brezina, T		Li, Ting-Hao; Chen, Kuo-Shen			A Wiimote 3D Localization Scheme without Channel Constraints	ADVANCED MECHATRONICS SOLUTIONS	Advances in Intelligent Systems and Computing				11th International Conference on Mechatronics	SEP 21-23, 2015	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron									Chen, Kuo-Shen/0000-0001-7469-1850												2194-5357	2194-5365	978-3-319-23923-1				2016	393						577	582		10.1007/978-3-319-23923-1_84							WOS:000389517600084						
C	Kumar, N; Jaishree		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Kumar, Narander; Jaishree			Digital Watermarking Using Enhanced LSB Technique	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, FICTA 2016, VOL 1	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn							Kumar, Narander/AAW-9522-2020	Kumar, Narander/0000-0003-4633-1879												2194-5357	2194-5365	978-981-10-3153-3; 978-981-10-3152-6				2017	515						373	385		10.1007/978-981-10-3153-3_37							WOS:000425536200037						
C	Sisodia, PS; Tiwari, V; Dahiya, AK		Berretti, S; Thampi, SM; Srivastava, PR		Sisodia, Pushpendra Singh; Tiwari, Vivekanand; Dahiya, Anil Kumar			Prediction of Urban Sprawl Using Remote Sensing, GIS and Multilayer Perceptron for the City Jaipur	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol							Sisodia, Pushpendra Singh/AAX-7487-2021; Kumar, Anil/AAX-3222-2020	Kumar, Anil/0000-0003-0982-9424												2194-5357		978-3-319-23036-8; 978-3-319-23035-1				2016	384						403	410		10.1007/978-3-319-23036-8_35							WOS:000381427400035						
C	Chaichana, T; Sun, ZH; Barrett-Baxendale, M; Nagar, A		Deep, K; Bansal, JC; Das, KN; Lal, AK; Garg, H; Nagar, AK; Pant, M		Chaichana, Thanapong; Sun, Zhonghua; Barrett-Baxendale, Mark; Nagar, Atulya			Automatic Location of Blood Vessel Bifurcations in Digital Eye Fundus Images	PROCEEDINGS OF SIXTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING, SOCPROS 2016, VOL 2	Advances in Intelligent Systems and Computing				6th International Conference on Soft Computing for Problem Solving (SocProS)	DEC 23-24, 2016	Thapar Univ, Sch Math, Patiala, INDIA	Liverpool Hope Univ, Soft Comp Res Soc	Thapar Univ, Sch Math							Sun, Zhonghua/N-1648-2019; Sun, Zhonghua/B-3125-2010; Chaichana, Thanapong/C-8051-2011; Nagar, Atulya/A-6387-2012	Sun, Zhonghua/0000-0002-7538-4761; Sun, Zhonghua/0000-0002-7538-4761; Chaichana, Thanapong/0000-0001-6673-2755; Nagar, Atulya/0000-0001-5549-6435												2194-5357	2194-5365	978-981-10-3325-4; 978-981-10-3324-7				2017	547						332	342		10.1007/978-981-10-3325-4_33							WOS:000426127900033						
C	Sakata, T; Kasahara, S		VanDo, T; Takahashi, Y; Yue, W; Nguyen, VH		Sakata, Tomoyuki; Kasahara, Shoji			Multi-server Queue with Job Service Time Depending on a Background Process	QUEUEING THEORY AND NETWORK APPLICATIONS	Advances in Intelligent Systems and Computing				10th International Conference on Queueing Theory and Network Applications (QTNA)	AUG 17-20, 2015	Hanoi, VIETNAM	Budapest Univ Technol & Econ, Anal, Design & Dev ICT Syst Lab, Vietnam Natl Univ, Univ Engn & Technol, Ha Long Univ									Kasahara, Shoji/0000-0001-9785-8350												2194-5357	2194-5365	978-3-319-22267-7; 978-3-319-22266-0				2016	383						163	171		10.1007/978-3-319-22267-7_15							WOS:000377500100015						
C	Chaudhary, P; Singh, D; Sharma, A		Berretti, S; Thampi, SM; Dasgupta, S		Chaudhary, Prerna; Singh, Deepali; Sharma, Ashish			Classification of Software Project Risk Factors Using Machine Learning Approach	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 2	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol																				2194-5357		978-3-319-23258-4; 978-3-319-23257-7				2016	385						297	309		10.1007/978-3-319-23258-4_26							WOS:000381802900026						
C	Rajeshwari, DS; Rao, PV; Rajesh, V		Dash, SS; Bhaskar, MA; Panigrahi, BK; Das, S		Rajeshwari, D. S.; Rao, P. V.; Rajesh, V.			Charge Pump with Improved High-Swing Cascode Current Source for Accurate Current Matching in DPLL	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	APR 22-23, 2015	Velammal Engn Coll, Chennai, INDIA		Velammal Engn Coll								Vullanki, Rajesh/0000-0001-5630-5637												2194-5357	2194-5365	978-81-322-2656-7; 978-81-322-2654-3				2016	394						39	47		10.1007/978-81-322-2656-7_4							WOS:000371315700004						
C	Mosin, S		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Mosin, Sergey			A Technique of Analog Circuits Testing and Diagnosis Based on Neuromorphic Classifier	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI								Mosin, Sergey/D-6377-2014	Mosin, Sergey/0000-0003-1389-2602												2194-5357	2194-5365	978-3-319-28658-7; 978-3-319-28656-3				2016	425						381	393		10.1007/978-3-319-28658-7_33							WOS:000384639900033						
C	Bylak, M; Laskowski, D		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Bylak, Michal; Laskowski, Dariusz			Assessment of Network Coding Mechanism for the Network Protocol Stack 802.15.4/6LoWPAN	NEW RESULTS IN DEPENDABILITY AND COMPUTER SYSTEMS	Advances in Intelligent Systems and Computing				8th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	SEP 09-13, 2013	Brunow, POLAND	Wroclaw Univ Technol, Inst Comp Engn Control & Robot								Dariusz, Laskowski/ABA-1773-2021	Dariusz, Laskowski/0000-0001-9922-0350												2194-5357		978-3-319-00945-2				2013	224						75	82		10.1007/978-3-319-00945-2_7							WOS:000363745900007						
C	de Almeida, GM; Cuadro, MADL; Amaral, RPP; Salles, JLF		Omatu, S; Malluhi, QM; Gonzalez, SR; Bocewicz, G; Bucciarelli, E; Giulioni, G; Iqba, F		de Almeida, Gustavo Maia; Cuadro, Marco Antonio de S. L.; Pereira Amaral, Rogerio Passos; Salles, Jose Leandro F.			A Comparative Study of the Dynamic Matrix Controller Tuning by Evolutionary Computation	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE, 12TH INTERNATIONAL CONFERENCE	Advances in Intelligent Systems and Computing				12th International Symposium on Distributed Computing and Artificial Intelligence (DCAI 2015)	JUN 03-05, 2015	Salamanca, SPAIN	Indra, Ingenieria Software Avanzado, International Business Machines, IEEE Syst Man & Cybernetics Soc Spain, Assoc Espanola para Inteligencia Artificial, Assoc Portuguesa Para Inteligencia Artificial, Ctr natl recherche scientifique									Salles, Jose/0000-0002-3417-6544; Almeida, Gustavo/0000-0001-6283-739X												2194-5357	2194-5365	978-3-319-19638-1; 978-3-319-19637-4				2015	373						211	218		10.1007/978-3-319-19638-1_24							WOS:000380553300024						
C	Bista, R; Shakya, A		Choudhary, RK; Mandal, JK; Auluck, N; Nagarajaram, HA		Bista, Rabindra; Shakya, Anmol			Randomized Distance Based Clustering Algorithm for Energy Efficient Wireless Sensor Networks	ADVANCED COMPUTING AND COMMUNICATION TECHNOLOGIES	Advances in Intelligent Systems and Computing				9th International Conference on Advanced Computing and Communication Technologies (ICACCT)	NOV 28-29, 2015	Asia Pacific Inst Informat Technol, Panipat, INDIA	Inst Elect & Telecommunicat Engineers, Comp Soc India	Asia Pacific Inst Informat Technol																				2194-5357	2194-5365	978-981-10-1023-1; 978-981-10-1021-7				2016	452						377	389		10.1007/978-981-10-1023-1_38							WOS:000387180900038						
C	Hassan, A; Pillay, N		Pillay, N; Engelbrecht, AP; Abraham, A; DuPlessis, MC; Snasel, V; Muda, AK		Hassan, Ahmed; Pillay, Nelishia			A Hyper-Heuristic Approach to Solving the Ski-Lodge Problem	ADVANCES IN NATURE AND BIOLOGICALLY INSPIRED COMPUTING	Advances in Intelligent Systems and Computing				7th World Congress on Nature and Biologically Inspired Computing (NaBIC)	DEC 01-03, 2015	Pietermaritzburg, SOUTH AFRICA									Hassan, Ahmed/AAB-7241-2019													2194-5357		978-3-319-27400-3; 978-3-319-27399-0				2016	419						201	210		10.1007/978-3-319-27400-3_18							WOS:000381882900018						
C	Zieba, M; Tomczak, JM; Brzostowski, K		Selvaraj, H; Zydek, D; Chmaj, G		Zieba, Maciej; Tomczak, Jakub M.; Brzostowski, Krzysztof			Selecting right questions with Restricted Boltzmann Machines	PROGRESS IN SYSTEMS ENGINEERING	Advances in Intelligent Systems and Computing				23rd International Conference on Systems Engineering	AUG 19-21, 2014	Las Vegas, NV	Univ Nevada Las Vegas, ALDEC, NVEnergy								Brzostowski, Krzysztof/I-7243-2019; Tomczak, Jakub/ABB-7948-2020	Brzostowski, Krzysztof/0000-0003-3398-0773; Zieba, Maciej/0000-0003-4217-7712; Tomczak, Jakub/0000-0001-8634-694X												2194-5357	2194-5365	978-3-319-08421-3				2015	366						227	232		10.1007/978-3-319-08422-0_34							WOS:000360214900034						
C	Lavanya, S; Annamalai, T		Suresh, LP; Dash, SS; Panigrahi, BK		Lavanya, S.; Annamalai, T.			Implementation of Isolated Two Inductor Boost Converter for Induction Motor Drive Applications	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 2	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ																				2194-5357	2194-5365	978-81-322-2135-7; 978-81-322-2134-0				2015	325						643	654		10.1007/978-81-322-2135-7_68							WOS:000357378500068						
C	Yadav, J; Agnihotri, G		Singh, R; Choudhury, S; Gehlot, A		Yadav, Jitendra; Agnihotri, Geeta			Circumvention of Friction-Induced Stick-Slip Vibration by Modeling and Simulation	INTELLIGENT COMMUNICATION, CONTROL AND DEVICES, ICICCD 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Communication, Control and Devices (ICICCD)	APR 15-16, 2017	Dehradun, INDIA	Univ Petr & Energy Studies Engn, Dept Elect, Instrumentat & Control Engn																					2194-5357	2194-5365	978-981-10-5903-2; 978-981-10-5902-5				2018	624						1687	1695		10.1007/978-981-10-5903-2_174							WOS:000553697500174						
C	Davari, S; Zarandi, MHF		Balas, VE; Fodor, J; VarkonyiKoczy, AR; Dombi, J; Jain, LC		Davari, Soheil; Zarandi, Mohammad Hossein Fazel			The Single-Allocation Hierarchical Hub-Median Problem with Fuzzy Flows	SOFT COMPUTING APPLICATIONS	Advances in Intelligent Systems and Computing				5th International Workshop Soft Computing Applications (SOFA)	AUG 22-24, 2012	Szeged, HUNGARY									Davari, Soheil/H-5488-2013	Davari, Soheil/0000-0003-0568-829X; DAVARI, SOHEIL/0000-0002-0037-6484												2194-5357	2194-5365	978-3-642-33940-0; 978-3-642-33941-7				2013	195						165	181									WOS:000314077300017						
C	Selvam, GG; Gnanadurai, D		Suresh, LP; Dash, SS; Panigrahi, BK		Selvam, G. Glorindal; Gnanadurai, D.			Efficient Silhouette-based Input Methods for Reliable Human Action Recognition from Videos	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 2	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ																				2194-5357	2194-5365	978-81-322-2135-7; 978-81-322-2134-0				2015	325						503	511		10.1007/978-81-322-2135-7_54							WOS:000357378500054						
C	Salikon, MZM; Arbaiy, N		Herawan, T; Ghazali, R; Nawi, NM; Deris, MM		Salikon, Mohd Zaki Mohd; Arbaiy, Nureize			Non-linear Based Fuzzy Random Regression for Independent Variable Selection	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing and Data Mining (SCDM)	AUG 18-20, 2016	Bandung, INDONESIA									Salikon, Mohd Zaki Mohd/AAP-6746-2021; Arbaiy, Nureize/AAH-8531-2021	Arbaiy, Nureize/0000-0002-9535-8384												2194-5357	2194-5365	978-3-319-51281-5; 978-3-319-51279-2				2017	549						179	188		10.1007/978-3-319-51281-5_19							WOS:000416517100019						
C	Passarelli, B; Vetritti, F		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Passarelli, Brasilina; Vetritti, Fabiana			Education challenges in a hyperconnected society based on the national survey #ConnectedYouthBrazil	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Passarelli, Brasilina/N-9412-2013	Passarelli, Brasilina/0000-0003-2949-7914												2194-5357	2194-5365	978-3-319-31307-8; 978-3-319-31306-1				2016	445						209	218		10.1007/978-3-319-31307-8_21							WOS:000417260200021						
C	Gaber, T; Tharwat, A; Snasel, V; Hassanien, AE		Herrero, A; Sedano, J; Baruque, B; Quintian, H; Corchado, E		Gaber, Tarek; Tharwat, Alaa; Snasel, Vaclav; Hassanien, Aboul Ella			Plant Identification: Two Dimensional-Based Vs. One Dimensional-Based Feature Extraction Methods	10TH INTERNATIONAL CONFERENCE ON SOFT COMPUTING MODELS IN INDUSTRIAL AND ENVIRONMENTAL APPLICATIONS	Advances in Intelligent Systems and Computing				10th International Conference on Soft Computing Models in Industrial and Environmental Applications (SOCO)	JUN 15-17, 2015	Burgos, SPAIN	IEEE Spain Sect, IEEE Syst Man & Cybernet Spanish Chapter, Int Federat Computat Log, BISITE, GICAP Res Grp								Hassanien, Aboul ella/O-5672-2014; Tharwat, Alaa/AAS-5682-2020; Snasel, Vaclav/B-8094-2009; Gaber, Tarek/B-9472-2011	Hassanien, Aboul ella/0000-0002-9989-6681; Tharwat, Alaa/0000-0003-4204-4506; Snasel, Vaclav/0000-0002-9600-8319; Gaber, Tarek/0000-0003-4065-4191												2194-5357	2194-5365	978-3-319-19719-7; 978-3-319-19718-0				2015	368						375	385		10.1007/978-3-319-19719-7_33							WOS:000380311100033						
C	Gowri, BG; Kumar, SS; Mohan, N; Soman, KP		Thampi, SM; Bandyopadhyay, S; Krishnan, S; Li, KC; Mosin, S; Ma, M		Gowri, B. Ganga; Kumar, S. Sachin; Mohan, Neethu; Soman, K. P.			A VMD Based Approach for Speech Enhancement	ADVANCES IN SIGNAL PROCESSING AND INTELLIGENT RECOGNITION SYSTEMS (SIRS-2015)	Advances in Intelligent Systems and Computing				2nd International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS)	DEC 16-19, 2015	Trivandrum, INDIA	Indian Inst Informat Technol & Management, ACM, Trivandrum Chapter, Int Neural Networks Soc India, Reg Chapter, TECHNOPARK, IUPRAI									S, Sachin Kumar/0000-0002-3298-0539; Mohan, Neethu/0000-0003-4853-8670; Kutti Padannayil, Soman/0000-0003-1082-4786												2194-5357	2194-5365	978-3-319-28658-7; 978-3-319-28656-3				2016	425						309	321		10.1007/978-3-319-28658-7_27							WOS:000384639900027						
C	Jankowski, M; Wozniak, A		Jablonski, R; Brezina, T		Jankowski, Michal; Wozniak, Adam			Master artifacts for testing the performance of probes for CNC machine tools	ADVANCED MECHATRONICS SOLUTIONS	Advances in Intelligent Systems and Computing				11th International Conference on Mechatronics	SEP 21-23, 2015	Warsaw, POLAND	Warsaw Univ Technol, Fac Mechatron									Wozniak, Adam/0000-0002-3293-898X												2194-5357		978-3-319-23923-1				2016	393						323	328		10.1007/978-3-319-23923-1_49							WOS:000389517600049						
C	Jinpa, T; Reddy, BVR		Berretti, S; Thampi, SM; Dasgupta, S		Jinpa, Tenzin; Reddy, B. V. R.			M-SEP: A Variant of SEP for WSN	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 2	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol																				2194-5357	2194-5365	978-3-319-23258-4; 978-3-319-23257-7				2016	385						45	56		10.1007/978-3-319-23258-4_5							WOS:000381802900005						
C	John, N; Viswanath, A; Sowmya, V; Soman, KP		Berretti, S; Thampi, SM; Srivastava, PR		John, Neethu; Viswanath, Amitha; Sowmya, V.; Soman, K. P.			Analysis of Various Color Space Models on Effective Single Image Super Resolution	INTELLIGENT SYSTEMS TECHNOLOGIES AND APPLICATIONS, VOL 1	Advances in Intelligent Systems and Computing				International Symposium on Intelligent Systems Technologies and Applications (ISTA)	AUG 10-13, 2015	SCMS Grp Inst, SCMS Sch Engn & Technol, Kochi, INDIA		SCMS Grp Inst, SCMS Sch Engn & Technol							V, Sowmya/R-5897-2017	V, Sowmya/0000-0003-3745-6944; Kutti Padannayil, Soman/0000-0003-1082-4786												2194-5357	2194-5365	978-3-319-23036-8; 978-3-319-23035-1				2016	384						529	540		10.1007/978-3-319-23036-8_46							WOS:000381427400046						
