PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Roohi, M; Hadian, H; Aghababa, MP; Amiri, SMM		Cao, BY		Roohi, Majid; Hadian, Hamidreza; Aghababa, Mohammad Pourmahmood; Amiri, Seyedeh Maedeh Mirmohseni			Design of An Active Control Method for Complete Stabilization of Unknown Fractional-Order Non-autonomous Systems	FUZZY INFORMATION AND ENGINEERING AND DECISION	Advances in Intelligent Systems and Computing				Academic Conference on 30th Anniversary of Fuzzy Geometric Programming and 40th Education Year by and of Cao Bingyuan (ACFGPAEC)	JUL 30-AUG 01, 2016	Guangzhou Univ, Guangzhou, PEOPLES R CHINA		Guangzhou Univ							Aghababa, Mohammad Pourmahmood/AAP-3980-2020	Aghababa, Mohammad Pourmahmood/0000-0002-5268-1173; Roohi, Majid/0000-0003-4835-269X												2194-5357	2194-5365	978-3-319-66514-6; 978-3-319-66513-9				2018	646						131	142		10.1007/978-3-319-66514-6_15							WOS:000460408900014						
C	Wu, ZG; Shan, JF; Xu, HD		Yang, G		Wu, Zege; Shan, Jia Fang; Xu, Handong			A New Real Time Data Acquisition System for Low Hybrid Current Drive System	PROCEEDINGS OF THE 2012 INTERNATIONAL CONFERENCE ON COMMUNICATION, ELECTRONICS AND AUTOMATION ENGINEERING	Advances in Intelligent Systems and Computing				International Conference on Communications, Electronics and Automation Engineering	AUG 23-25, 2012	Xian, PEOPLES R CHINA	Xian Technol Univ, Shaanxi Network & Monitoring Control Engn Lab, Missouri Western State Univ																					2194-5357		978-3-642-31697-5				2013	181						299	303									WOS:000315538000043						
C	Han, GY; Sun, B		Patnaik, S; Li, X		Han, Geyang; Sun, Bing			Design and Implementation of Bibliometrics System Based on RIA	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON SOFT COMPUTING TECHNIQUES AND ENGINEERING APPLICATION, ICSCTEA 2013	Advances in Intelligent Systems and Computing				International Conference on Soft Computing Techniques and Engineering Application (ICSCTEA)	SEP 25-27, 2013	Kunming, PEOPLES R CHINA																						2194-5357		978-81-322-1695-7; 978-81-322-1694-0				2014	250						263	272		10.1007/978-81-322-1695-7_30							WOS:000342742500030						
S	Flammini, F; Mazzocca, N; Pappalardo, A; Pragliola, C; Vittorini, V		Zamojski, W; Sugier, J		Flammini, Francesco; Mazzocca, Nicola; Pappalardo, Alfio; Pragliola, Concetta; Vittorini, Valeria			Improving the Dependability of Distributed Surveillance Systems Using Diverse Redundant Detectors	DEPENDABILITY PROBLEMS OF COMPLEX INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing															Flammini, Francesco/C-1589-2008	Flammini, Francesco/0000-0002-2833-7196; Mazzocca, Nicola/0000-0002-0401-9687												2194-5357	2194-5365	978-3-319-08964-5; 978-3-319-08963-8				2015	307						35	53		10.1007/978-3-319-08964-5_3	10.1007/978-3-319-08964-5						WOS:000360128500004						
C	Lipinski, M		Koscielny, JM; Syfert, M; Sztyber, A		Lipinski, Mariusz			Detection and Prevention Systems of Mills Assembly Emergency States	ADVANCED SOLUTIONS IN DIAGNOSTICS AND FAULT TOLERANT CONTROL	Advances in Intelligent Systems and Computing				13th International Conference on Diagnostics of Processes and Systems (DPS)	SEP 10-13, 2017	Sandomierz, POLAND	Warsaw Univ Technol, Univ Zielona Gora, Gdansk Univ Technol, Warsaw Univ Technol, Fac Mechatron, Inst Automat Control & Robot, Polish Acad Sci, Comm Automat Control & Robot																					2194-5357	2194-5365	978-3-319-64474-5; 978-3-319-64473-8				2018	635						357	367		10.1007/978-3-319-64474-5_30							WOS:000456930300030						
C	Pruna, E; Escobar, I; Montaluisa, J; Pilatasig, M; Mena, L; Zumbana, P; Guaman, A; Galarza, ED		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Pruna, Edwin; Escobar, Ivon; Montaluisa, Javier; Pilatasig, Marco; Mena, Luis; Zumbana, Paulina; Guaman, Accel; Galarza, Eddie D.			VRAndroid System Based on Cognitive Therapeutic Exercises for Stroke Patients	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				5th World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL										Guaman, Ana V./0000-0001-9675-4402												2194-5357	2194-5365	978-3-319-56538-5; 978-3-319-56537-8				2017	570						657	663		10.1007/978-3-319-56538-5_67							WOS:000425541200067						
C	Sirajuddin, MD; Rupa, C; Prasad, A		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Sirajuddin, M. D.; Rupa, Ch.; Prasad, A.			Advanced Congestion Control Techniques for MANET	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus							Ch, Rupa/A-2571-2019; MOHAMMAD, SIRAJUDDIN/ABA-3228-2020	Ch, Rupa/0000-0002-7162-8909; MOHAMMAD, SIRAJUDDIN/0000-0002-0467-5908												2194-5357		978-81-322-2755-7; 978-81-322-2753-3				2016	433						271	279		10.1007/978-81-322-2755-7_28							WOS:000373007500028						
C	Abdul-Majjed, IO		Patnaik, S; PopentiuVladicescu, F		Abdul-Majjed, Ielaf Osaamah			Emotion Recognition System Based on Facial Expressions Using SVM	RECENT DEVELOPMENTS IN INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES, ICCD 2016	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Computing, Communication and Devices (ICCD)	AUG 13-14, 2016	Bhubaneswar, INDIA	Interscience Inst Management & Technol									Dahl, ielaf/0000-0002-8520-0233												2194-5357	2194-5365	978-981-10-3779-5; 978-981-10-3778-8				2017	555						31	35		10.1007/978-981-10-3779-5_5							WOS:000447863500005						
C	Swiecicki, B		Grzech, A; Borzemski, L; Swiatek, J; Wilimowska, Z		Swiecicki, Blazej			A Novel Approach to Automating Operating System Configuration Management	INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY, ISAT 2015, PT II	Advances in Intelligent Systems and Computing				36th International Conference on Information Systems Architecture and Technology (ISAT)	SEP 20-22, 2015	Karpacz, POLAND	Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Comp Sci, Wroclaw Univ Technol, Fac Comp Sci & Management, Dept Management Syst																					2194-5357		978-3-319-28561-0; 978-3-319-28559-7				2016	430						131	142		10.1007/978-3-319-28561-0_10							WOS:000378552500010						
C	Kumar, D; Gondhi, NK		Satapathy, SC; Bhateja, V; Joshi, A		Kumar, Dhrub; Gondhi, Naveen Kumar			Leveraging Virtualization for Optimal Resource Management in a Cloud Environment	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON DATA ENGINEERING AND COMMUNICATION TECHNOLOGY, ICDECT 2016, VOL 2	Advances in Intelligent Systems and Computing				1st International Conference on Data Engineering and Communication Technology (ICDECT)	MAR 10-11, 2016	Christ Inst Management, Lavasa, INDIA	Aspire Res Fdn	Christ Inst Management							Gondhi, Naveen Kumar Kumar/M-2426-2017	Gondhi, Naveen Kumar Kumar/0000-0003-4616-2227												2194-5357	2194-5365	978-981-10-1678-3; 978-981-10-1677-6				2017	469						371	382		10.1007/978-981-10-1678-3_36							WOS:000399004300036						
C	Burduk, R		Burduk, R; Jackowski, K; Kurzynski, M; Wozniak, M; Zolnierek, A		Burduk, Robert			Discriminant Function Selection in Binary Classification Task	PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER RECOGNITION SYSTEMS, CORES 2015	Advances in Intelligent Systems and Computing				9th International Conference on Computer Recognition Systems (CORES)	MAY 25-27, 2015	Wroclaw, POLAND	Wroclaw Univ Technol, Dept Syst & Comp Networks																					2194-5357		978-3-319-26227-7; 978-3-319-26225-3				2016	403						265	273		10.1007/978-3-319-26227-7_25							WOS:000408649300025						
C	Gazafroudi, AS; De Paz, JF; Prieto-Castrillo, F; Villarrubia, G; Talari, S; Shafie-khah, M; Catalao, JPS		DePaz, JF; Julian, V; Villarrubia, G; Marreiros, G; Novais, P		Shokri Gazafroudi, Amin; De Paz, Juan F.; Prieto-Castrillo, Francisco; Villarrubia, Gabriel; Talari, Saber; Shafie-khah, Miadreza; Catalao, Joao P. S.			A Review of Multi-agent Based Energy Management Systems	AMBIENT INTELLIGENCE- SOFTWARE AND APPLICATIONS- 8TH INTERNATIONAL SYMPOSIUM ON AMBIENT INTELLIGENCE (ISAMI 2017)	Advances in Intelligent Systems and Computing				8th International Symposium on Ambient Intelligence (ISAmI)	JUN 21-23, 2017	Polytechn Porto, Porto, PORTUGAL	IEEE Secc Espana, CNRS, AFIA, AEPIA, APPIA, AI*IA, Junta Castilla Leon, IBM, Univ Politecnica Valencia, Univ Minho, Inst Educacao, Indra, IEEE Syst Man & Cybernet Soc	Polytechn Porto							Talari, Saber/AAO-7784-2020; Shafie-khah, Miadreza/AAS-6882-2020; Gazafroudi, Amin Shokri/AAS-6307-2020; Catalao, Joao P. S./AAB-6038-2021; De Paz, Juan F./C-7040-2009; Gonzalez, Gabriel Villarrubia/AAS-8172-2021; Shafie-khah, Miadreza/AAE-1539-2021; Prieto Castrillo, Francisco/D-2866-2013	Shafie-khah, Miadreza/0000-0003-1691-5355; Gazafroudi, Amin Shokri/0000-0002-3251-3340; Catalao, Joao P. S./0000-0002-2105-3051; De Paz, Juan F./0000-0001-9461-7922; Gonzalez, Gabriel Villarrubia/0000-0002-6536-2251; Talari, Saber/0000-0003-1368-781X; Prieto Castrillo, Francisco/0000-0003-4709-772X												2194-5357	2194-5365	978-3-319-61118-1; 978-3-319-61117-4				2017	615						203	209		10.1007/978-3-319-61118-1_25							WOS:000452846600025						
C	Pekar, L		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Pekar, Libor			Extension of the Pole-Placement Shifting Based Tuning Algorithm to Neutral Delay Systems: A Case Study	INTELLIGENT SYSTEMS IN CYBERNETICS AND AUTOMATION THEORY, VOL 2	Advances in Intelligent Systems and Computing				4th Computer Science On-line Conference (CSOC)	APR 27-30, 2015	CZECH REPUBLIC									Pekar, Libor/H-6373-2012	Pekar, Libor/0000-0002-2401-5886												2194-5357		978-3-319-18503-3; 978-3-319-18502-6				2015	348						91	100		10.1007/978-3-319-18503-3_9							WOS:000364987600009						
C	Rachana, NB; Seema, S		Behera, HS; Mohapatra, DP		Rachana, N. B.; Seema, S.			Performance Analysis of Airplane Health Surveillance System	COMPUTATIONAL INTELLIGENCE IN DATA MINING, CIDM 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Computational Intelligence in Data Mining (ICCIDM)	DEC 10-11, 2016	Bhubaneswar, INDIA	Kalinga Inst Ind Technol								S, Seema/AAD-4181-2021													2194-5357	2194-5365	978-981-10-3874-7; 978-981-10-3873-0				2017	556						155	163		10.1007/978-981-10-3874-7_15							WOS:000432203900015						
C	Szczesniak, B; Midor, K; Zasadzien, M		Burduk, A; Mazurkiewicz, D		Szczesniak, Bartosz; Midor, Katarzyna; Zasadzien, Michal			A Concept of an IT Tool for Supporting Knowledge Transfer Among Facility Maintenance Employees as Part of Intelligent Organization	INTELLIGENT SYSTEMS IN PRODUCTION ENGINEERING AND MAINTENANCE (ISPEM 2017)	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Systems in Production Engineering and Maintenance (ISPEM)	SEP 28-29, 2017	Wroclaw, POLAND	Wroclaw Univ Sci & Technol, Fac Mech Engn, Polish Acad Sci, Comm Prod Engn								Szczesniak, Bartosz/S-7231-2018; Zasadzien, Michal/S-3317-2018; Zasadzien, Michal/AAB-1566-2020	Szczesniak, Bartosz/0000-0002-9683-4629; Zasadzien, Michal/0000-0002-3181-9815; Zasadzien, Michal/0000-0002-3181-9815												2194-5357	2194-5365	978-3-319-64465-3; 978-3-319-64464-6				2018	637						3	12		10.1007/978-3-319-64465-3_1							WOS:000432927100001						
C	Aleksovska-Stojkovska, L; Loshkovska, S; Dimitrievska, D		Loshkovska, S; Koceski, S		Aleksovska-Stojkovska, Liljana; Loshkovska, Suzana; Dimitrievska, Deska			Rule - Based Model for Medical Knowledge Presentation and Reasoning in Clinical Decision Support Systems	ICT INNOVATIONS 2015: EMERGING TECHNOLOGIES FOR BETTER LIVING	Advances in Intelligent Systems and Computing				7th ICT Innovations conference on Emerging Technologies for Better Living	OCT 01-04, 2015	Ohrid, MACEDONIA	Assoc Informat & Commun Technologies, Macedonian Soc Informat & Commun Technologies, ICT Innovat																					2194-5357	2194-5365	978-3-319-25733-4; 978-3-319-25731-0				2016	399						79	88		10.1007/978-3-319-25733-4_9							WOS:000378027100009						
C	Sarkar, SJ; Sarkar, NK; Mondal, I		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Sarkar, Subhra J.; Sarkar, Nabendu Kumar; Mondal, Ipsita			Adaptive Huffman Coding-Based Approach to Reduce the Size of Power System Monitoring Parameters	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, FICTA 2016, VOL 1	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn																				2194-5357	2194-5365	978-981-10-3153-3; 978-981-10-3152-6				2017	515						259	266		10.1007/978-981-10-3153-3_26							WOS:000425536200026						
C	Raich, D; Kulkarni, PS		Satapathy, SC; Udgata, SK; Biswal, BN		Raich, Devashri; Kulkarni, P. S.			Application of Artificial Neural Networks and Rough Set Theory for the Analysis of Various Medical Problems and Nephritis Disease Diagnosis	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2013	Advances in Intelligent Systems and Computing				2nd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-16, 2013	Bhubaneswar, INDIA	Bhubaneswar Engn Coll								Kulkarni, Pravin/AAV-4090-2021													2194-5357		978-3-319-02931-3; 978-3-319-02930-6				2014	247						83	90		10.1007/978-3-319-02931-3_11							WOS:000339490600011						
C	Horzyk, A		Skulimowski, AMJ; Kacprzyk, J		Horzyk, Adrian			Human-Like Knowledge Engineering, Generalization, and Creativity in Artificial Neural Associative Systems	KNOWLEDGE, INFORMATION AND CREATIVITY SUPPORT SYSTEMS: RECENT TRENDS, ADVANCES AND SOLUTIONS, KICSS 2013	Advances in Intelligent Systems and Computing				8th International Conference on Knowledge, Information, and Creativity Support Systems (KICSS)	NOV 07-09, 2013	Krakow, POLAND									Horzyk, Adrian/C-6661-2013	Horzyk, Adrian/0000-0001-9001-4198												2194-5357		978-3-319-19090-7; 978-3-319-19089-1				2016	364						39	51		10.1007/978-3-319-19090-7_4							WOS:000378742300003						
C	Rao, KD; Kumar, S		Satapathy, SC; Biswal, BN; Udgata, SK; Mandal, JK		Rao, K. Dhananjay; Kumar, Shambhu			Modeling and Simulation of Quarter Car Semi Active Suspension System Using LQR Controller	PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2014, VOL 1	Advances in Intelligent Systems and Computing				3rd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-15, 2014	Bhubaneswar, INDIA	Bhubaneswar Engn Coll, Anil Neerukonda Inst Technol & Sci, CSI Student Branch									rao, k dhananjay/0000-0003-2738-7316												2194-5357	2194-5365	978-3-319-11932-8				2015	327						441	448		10.1007/978-3-319-11933-5_48							WOS:000347779500048						
C	Derezinska, A; Szczykulski, M		Silhavy, R; Silhavy, P; Prokopova, Z; Senkerik, R; Oplatkova, ZK		Derezinska, Anna; Szczykulski, Marian			Advances in Transformation of MARTE Profile Time Concepts in Model-Driven Software Development	SOFTWARE ENGINEERING TRENDS AND TECHNIQUES IN INTELLIGENT SYSTEMS, CSOC2017, VOL 3	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o								Derezinska, Anna/D-4732-2018	Derezinska, Anna/0000-0001-8792-203X												2194-5357	2194-5365	978-3-319-57141-6				2017	575						385	395		10.1007/978-3-319-57141-6_42							WOS:000405338500042						
C	Boyko, V; Rudnichenko, N; Kramskoy, S; Hrechukha, Y; Shibaeva, N		Shakhovska, N		Boyko, Victor; Rudnichenko, Nicolay; Kramskoy, Sergey; Hrechukha, Yevhen; Shibaeva, Natalia			Concept Implementation of Decision Support Software for the Risk Management of Complex Technical System	ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING, CSIT 2016	Advances in Intelligent Systems and Computing				13th International Scientific and Technical Conference Computer Sciences and Information Technologies (CSIT)	SEP 06-10, 2016	Lviv, UKRAINE	IEEE Advancing Technol Human, IEEE Ukraine Sect, IEEE, IEEE W Ukraine AP ED MTT CPMT SSC Soc Joint Chapter, LITTERIS & ARTIBVS, Lviv Polytechn Natl Univ, Inst Comp Sci & Informat Technologies, Minist Educ & Sci Ukraine									Rudnichenko, Nickolay/0000-0002-7343-8076; Boiko, Viktor/0000-0001-5929-657X												2194-5357	2194-5365	978-3-319-45991-2; 978-3-319-45990-5				2017	512						255	269		10.1007/978-3-319-45991-2_17							WOS:000392266000017						
C	Jun, L		Du, ZY		Jun, Li			Power Flow and Power Flow Calculation Research in Power System	INTELLIGENCE COMPUTATION AND EVOLUTIONARY COMPUTATION	Advances in Intelligent Systems and Computing				International Conference of Intelligence Computation and Evolutionary Computation (ICEC 2012)	JUL 07, 2012	Wuhan, PEOPLES R CHINA	Informat Technol & Ind Engn Res Ctr																					2194-5357		978-3-642-31655-5				2013	180						439	445									WOS:000316302700062						
C	Skrabalek, J; Kunc, P; Nguyen, F; Pitner, T		Pechenizkiy, M; Wojciechowski, M		Skrabalek, Jaroslav; Kunc, Petr; Nguyen, Filip; Pitner, Tomas			Towards Effective Social Network System Implementation	NEW TRENDS IN DATABASES AND INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing				16th East-European Conference on Advances in Databases and Information Systems (ADBIS 2012)	SEP 17-21, 2012	Poznan, POLAND	Allegro Grp, POZnan, IBM, Microsoft, Roche, Targit, Samsung, Edge Solut, Itelligence								Pitner, Tomas/E-7991-2011; Pitner, Tomas/AAE-7378-2020	Pitner, Tomas/0000-0002-2933-2290												2194-5357		978-3-642-32517-5				2013	185						327	336									WOS:000312972300031						
C	Sangeetha, J; Jothilakshmi, S		Suresh, LP; Dash, SS; Panigrahi, BK		Sangeetha, J.; Jothilakshmi, S.			An Efficient Continuous Speech Recognition System for Dravidian Languages Using Support Vector Machine	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ							S, Jothilakshmi/W-7968-2019	Jayaraman, Sangeetha/0000-0001-6139-4566; S, Jothilakshmi/0000-0001-6837-5624												2194-5357	2194-5365	978-81-322-2126-5; 978-81-322-2125-8				2015	324						359	367		10.1007/978-81-322-2126-5_40							WOS:000357781400040						
C	Pham, P; Nguyen, T; Do, P		Bhateja, V; LeNguyen, B; Nguyen, NG; Satapathy, SC; Le, DN		Phu Pham; Thuc Nguyen; Phuc Do			Computing Domain Ontology Knowledge Representation and Reasoning on Graph Database	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, INDIA 2017	Advances in Intelligent Systems and Computing				4th International Conference on Information Systems Design and Intelligent Applications (INDIA)	JUN 15-17, 2017	Duy Tan Univ, Da Nang, VIETNAM		Duy Tan Univ																				2194-5357	2194-5365	978-981-10-7512-4; 978-981-10-7511-7				2018	672						765	775		10.1007/978-981-10-7512-4_75							WOS:000456194600075						
